Timestamp,Date,Time,Location,pm25,pm10,no2,o3,co,,
2018-12-28T01:00:00.000Z,28-12-18,00:00.0,Glasgow,13,20,5,15,,,
2018-12-28T01:00:00.000Z,28-12-18,00:00.0,Edinburgh,8,15,9,36,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Leeds,12,22,42,9,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,20,25,53,3,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Birmingham,19,,28,5,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,80,2,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Causeway Bay,23.2,34.8,75.6,4.5,892.6,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New Territories,17.7,26.7,26.7,23.6,906.8,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Kowloon,20,30.9,45.8,9.7,930,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Central,23.6,35.6,51.4,7.1,860.9,,
2018-12-28T01:15:00.000Z,28-12-18,15:00.0,Delhi,187.21,277.19,62.49,27.65,190,,
2018-12-28T00:30:00.000Z,28-12-18,30:00.0,Mumbai,51,152.88,,,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,9.4,71,0.01,0.027,0.4,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,7.4,23,0.011,0.024,0.5,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.04,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,4,-2,0.005,0.02,0.25,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,7.9,21,0.019,0.004,0.3,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Plymouth,21,24,42,3,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Swansea,19,23,24,,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Glasgow,13,19,47,12,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Edinburgh,9,15,11,34,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Leeds,12,22,42,9,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,23,26,55,3,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Birmingham,19,,28,5,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,57,2,,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Causeway Bay,23.2,34.8,75.6,4.5,892.6,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New Territories,17.4,26.7,26.7,23.6,906.8,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Kowloon,20,30.9,45.8,9.7,930,,
2018-12-28T00:00:00.000Z,28-12-18,00:00.0,Central,23.6,35.6,51.4,7.1,860.9,,
2018-12-28T00:30:00.000Z,28-12-18,30:00.0,Delhi,227.1,334.5,62.24,27.38,220,,
2018-12-27T20:30:00.000Z,27-12-18,30:00.0,Mumbai,50,152.88,,,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,12.4,30,0.007,0.024,0.17,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,7.2,15,0.01,0.02,0,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.041,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,4,1,0.005,0.02,0.25,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,11.5,18,0.018,0.014,0.3,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Plymouth,20,23,45,5,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Swansea,19,22,22,,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Glasgow,13,19,17,11,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Edinburgh,9,16,13,34,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Leeds,13,22,55,9,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,23,27,55,3,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Birmingham,19,,50,3,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,57,7,,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Causeway Bay,22.3,35.1,45.6,12.9,892.6,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New Territories,17.4,29.1,21,20.2,870.4,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Kowloon,18,24.7,38.3,14.8,797.3,,
2018-12-27T23:00:00.000Z,27-12-18,00:00.0,Central,21.1,33.8,49.3,7.4,918.2,,
2018-12-27T23:30:00.000Z,27-12-18,30:00.0,Delhi,256.56,303.43,65.07,27.89,190,,
2018-12-27T20:30:00.000Z,27-12-18,30:00.0,Mumbai,51,152.88,,,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,18.2,74,0.015,0.021,0.3,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,5.8,16,0.01,0.019,0,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.042,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,4,3,0.007,0.02,0.27,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,12.8,18,0.023,0.009,0.3,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Plymouth,19,22,45,7,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Swansea,19,22,31,,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Glasgow,13,19,19,11,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Edinburgh,9,16,11,33,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Leeds,13,22,55,9,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,23,27,55,3,,,
2018-12-27T22:00:00.000Z,27-12-18,00:00.0,Birmingham,19,,50,4,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,57,7,,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Causeway Bay,17.2,26.8,27.7,22.4,759.2,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,New Territories,17.4,28.3,17,30.9,836.5,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Kowloon,18.9,36.8,17.1,27.3,787.6,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Central,18.3,28.2,40.5,10.2,862.6,,
2018-12-27T21:30:00.000Z,27-12-18,30:00.0,Delhi,157.53,275.62,23.77,14.95,2870,,
2018-12-27T20:30:00.000Z,27-12-18,30:00.0,Mumbai,122,152.88,,,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,11.6,71,0.018,0.017,0.3,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,5.8,7,0.01,0.019,0,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.039,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,4,4,0.007,0.021,0.26,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,8.3,16,0.019,0.015,0.28,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Plymouth,18,21,62,10,,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Swansea,19,22,51,,,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Edinburgh,9,16,12,31,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Leeds,13,22,53,8,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,23,28,53,3,,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Birmingham,19,,67,5,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,57,7,,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Causeway Bay,17.2,26.8,27.7,22.4,759.2,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,New Territories,14.2,28.3,17,30.9,836.5,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Kowloon,18.9,36.8,17.1,27.3,787.6,,
2018-12-27T21:00:00.000Z,27-12-18,00:00.0,Central,18.3,28.2,40.5,10.2,862.6,,
2018-12-27T21:30:00.000Z,27-12-18,30:00.0,Delhi,157.53,275.62,23.77,14.95,2870,,
2018-12-27T20:30:00.000Z,27-12-18,30:00.0,Mumbai,122,152.88,,,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,11.6,71,0.018,0.017,0.3,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,5.8,7,0.01,0.019,0,,
2018-12-27T19:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.041,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,4,4,0.007,0.021,0.26,,
2018-12-27T19:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,7.2,17,0.018,0.013,0.32,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Plymouth,18,20,62,11,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Swansea,18,22,56,,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Glasgow,12,19,28,12,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Edinburgh,9,16,16,30,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,Leeds,13,22,48,7,,,
2018-12-27T16:00:00.000Z,27-12-18,00:00.0,Manchester,24,29,60,3,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Birmingham,18,,57,6,,,
2018-12-27T17:00:00.000Z,27-12-18,00:00.0,London,27,30,57,7,,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Causeway Bay,20.1,33.9,26.1,23.8,759.2,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,New Territories,14.2,27,23.4,26.2,823.9,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Kowloon,15.9,29.3,18.9,25.1,822.6,,
2018-12-27T20:00:00.000Z,27-12-18,00:00.0,Central,19.8,31.7,30.5,25.4,791.5,,
2018-12-27T18:29:00.000Z,27-12-18,29:00.0,Delhi,184.55,342.63,42.98,40.98,2810,,
2018-12-27T19:30:00.000Z,27-12-18,30:00.0,Mumbai,122,152.88,,,,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,Cleveland-Elyria-Mentor,12.7,40,0.017,0.018,0.3,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,Detroit-Warren-Livonia,5.4,13,0.011,0.017,0,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,MONTEZUMA,,,,0.042,,,
2018-12-27T14:00:00.000Z,27-12-18,00:00.0,Minneapolis-St. Paul-Bloomington,5,6,0.011,0.018,0.27,,
2018-12-27T18:00:00.000Z,27-12-18,00:00.0,New York-Northern New Jersey-Long Island,2.1,17,0.019,0.018,0.28,,
2018-12-27T19:00:00.000Z,27-12-18,00:00.0,Plymouth,16,19,81,12,,,
2018-12-27T19:00:00.000Z,27-12-18,00:00.0,Swansea,18,22,63,,,,
