Datetime,Glasgow,Edinburgh,Leeds,Manchester,Birmingham,London,Causeway Bay,New Territories,Kowloon,Central,Delhi,Mumbai,Cleveland-Elyria-Mentor,Detroit-Warren-Livonia,MONTEZUMA,Minneapolis-St. Paul-Bloomington,New York-Northern New Jersey-Long Island,Plymouth,Swansea
2018-12-29 22:00:00,,6,12,10,,,45.4,40.8,45,49.7,234.74,152.88,5,8,,,,17,7
2018-12-29 23:00:00,8,,,,,,50.8,39.6,50.9,53.5,,152.88,,,,,6,,
2018-12-30 00:00:00,9,6,11,11,,16,,,,,,,4,6,,6,7,13,5
2018-12-30 01:00:00,,6,,,,16,55.7,,52.1,60.1,234.74,152.88,6,9,,,7,,5
2018-12-30 02:00:00,9,6,11,12,,14,55.5,,54.1,60.8,234.74,152.88,11,,,,,10,4
2018-12-30 03:00:00,9,6,11,,,16,53.3,29.3,44.3,56.6,234.74,152.88,,9,,,5,,
2018-12-30 04:00:00,,6,12,13,,,,,,,234.74,,,,,,5,9,4
2018-12-30 05:00:00,9,6,12,13,,,42.7,,39.1,44.1,234.74,152.88,5,,,,5,9,4
2018-12-30 06:00:00,,6,12,14,,,,,,49.2,234.74,152.88,4,8,,,5,8,
2018-12-30 07:00:00,8,6,12,14,,12,53.1,,42.8,,234.74,152.88,6,16,,,6,8,3
2018-12-30 08:00:00,7,6,12,14,,13,,,45.9,51.8,,152.88,6,9,,9,,8,3
2018-12-30 09:00:00,8,6,12,15,,,62,,47,49.2,234.74,152.88,5,11,,8,6,8,3
2018-12-30 10:00:00,8,6,12,15,,,67.7,,,58.9,234.74,152.88,,9,,13,6,8,3
2018-12-30 11:00:00,9,6,12,15,,,76.1,,,63.4,234.74,152.88,5,7,,9,7,7,3
2018-12-30 12:00:00,9,6,12,15,,,73.5,,,63.2,234.74,152.88,7,7,,8,7,7,4
2018-12-30 13:00:00,9,,,15,,,66.9,,57.1,59.2,234.74,152.88,6,8,,7,,7,4
2018-12-30 14:00:00,,,,,,,63.5,,60.9,56.1,234.74,152.88,,,,,,,
2018-12-30 15:00:00,9,7,11,15,,,,,,,,,7,10,,8,8,6,4
2018-12-30 16:00:00,9,7,11,15,,,,,,,,,7,10,,8,8,6,4
2018-12-30 17:00:00,9,7,11,15,,,,,,,,,7,10,,8,8,6,4
2018-12-30 18:00:00,,7,11,14,,15,,,,56.2,234.74,152.88,,,,,,6,4
2018-12-30 19:00:00,,,,,,,,,,,,,,,,10,,,3
2018-12-30 20:00:00,9,7,11,15,,,,,,,,,6,16,,,13,6,
2018-12-30 21:00:00,,7,10,15,,,34.9,,31.5,39.3,,,7,19,,,14,6,
2018-12-30 22:00:00,9,8,10,15,,,39,,,,234.74,,,,,,13,6,
2018-12-30 23:00:00,9,8,10,,,,39,28.5,33.9,41.4,,,,25,,,13,6,
2018-12-31 00:00:00,10,8,10,14,,,46.1,30.2,45.9,45.2,234.74,152.88,,,,9,14,6,
2018-12-31 01:00:00,,8,,,,,,32.5,45,48.8,234.74,,,17,,,,,
2018-12-31 02:00:00,10,,,14,,,51.3,,,,234.74,152.88,,,,9,13,,
2018-12-31 03:00:00,,,,,,,,,,,,,,,,,15,8,
2018-12-31 04:00:00,,9,,,,,49.2,32.5,38.8,47.8,,,24,,,,17,8,
2018-12-31 05:00:00,,9,,,,,55.7,33.2,58.7,46.5,,,,14,,,19,8,
2018-12-31 06:00:00,,9,9,,,,65.2,38.6,34.7,48.7,234.74,152.88,,,,,20,8,
2018-12-31 07:00:00,,9,8,,,,67,36.5,57.1,48.5,,152.88,16,,,,25,9,
2018-12-31 08:00:00,,9,9,,,,62.8,,51.2,49.4,,,,14,,,,9,
2018-12-31 09:00:00,10,9,9,12,,,,,,,,152.88,,,,,,9,
2018-12-31 10:00:00,,,,,,,,,,,,,,,,,58,,
2018-12-31 11:00:00,9,9,9,12,,9,,,,,,,29,17,,9,29,9,
2018-12-31 12:00:00,9,9,9,12,,,69.7,,53.3,56.1,234.74,152.88,29,16,,10,,9,
2018-12-31 13:00:00,,,,,,,,,,,,152.88,,,,,,,
2018-12-31 14:00:00,9,9,10,12,,,,,,,,,29,,,8,33,10,
2018-12-31 15:00:00,,,,,,,,,,41.1,,,,,,13,,,
2018-12-31 16:00:00,10,9,10,12,,,,,,,,,,,,,23,,
2018-12-31 17:00:00,10,9,10,12,,,,,,,,,,8,,5,17,11,
2018-12-31 18:00:00,10,10,10,12,,,41,,31.2,32.7,,152.88,13,9,,,,11,
2018-12-31 19:00:00,10,10,10,11,,,36.4,,,32.7,,152.88,,,,,13,11,
2018-12-31 20:00:00,10,10,10,11,,,33.4,,,32.3,,,,,,,,11,
2018-12-31 21:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2018-12-31 22:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
