Timestamp,Date,Time,Location,pm25,pm10,no2,o3,co,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Cleveland-Elyria-Mentor,14.9,20,0.013,0.015,0.2,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Detroit-Warren-Livonia,7.3,17,0.021,0.006,0,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,MONTEZUMA,,,,0.034,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Minneapolis-St. Paul-Bloomington,5,2,0.018,0.016,0.25,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,New York-Northern New Jersey-Long Island,7,12,0.029,0,0.2,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Plymouth,16,22,37,34,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Swansea,17,22,63,,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Glasgow,13,18,61,6,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Edinburgh,12,17,36,21,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Leeds,22,36,47,10,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Manchester,26,37,56,13,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Birmingham,22,,58,5,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,London,19,31,49,15,,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Causeway Bay,35.8,53.1,122.3,6.7,852.8,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,New Territories,26.8,104.8,145.1,6.5,877.6,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Kowloon,16.1,32.4,119,13.1,855.4,,
2019-01-04T11:00:00.000Z,2019-01-04,11:00:00.000,Central,18.7,29.2,147.8,3.3,920.7,,
2019-01-04T10:30:00.000Z,2019-01-04,10:30:00.000,Delhi,176,404.48,31.32,24.15,3910,,
2019-01-04T10:30:00.000Z,2019-01-04,10:30:00.000,Mumbai,128,257.12,55.24,72.31,2930,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Cleveland-Elyria-Mentor,12.6,12,0.009,0.018,0.2,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Detroit-Warren-Livonia,7.1,20,0.018,0.011,0,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,MONTEZUMA,,,,0.035,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Minneapolis-St. Paul-Bloomington,3,5,0.014,0.021,0.24,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,New York-Northern New Jersey-Long Island,7.9,12,0.027,0.003,0.53,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Plymouth,16,22,46,35,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Swansea,17,22,76,,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Glasgow,13,18,54,6,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Edinburgh,12,17,38,24,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Leeds,22,36,46,9,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Manchester,26,37,59,15,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Birmingham,22,,62,7,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,London,15,29,50,15,,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Causeway Bay,26.5,41.3,132.2,6.3,852.8,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,New Territories,26.8,42.7,122.1,10.1,877.6,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Kowloon,20.7,28.9,128.6,50.3,855.4,,
2019-01-04T10:00:00.000Z,2019-01-04,10:00:00.000,Central,15.4,24.6,113.2,15.9,920.7,,
2019-01-04T07:30:00.000Z,2019-01-04,07:30:00.000,Delhi,215,404.48,31.32,24.15,3910,,
2019-01-04T09:30:00.000Z,2019-01-04,09:30:00.000,Mumbai,107,257.12,55.24,72.31,2930,,
