Timestamp,Date,Time,Text,User,Tag,Location ,Specific,General location
Fri Dec 28 12:52:19 ,Fri Dec 28,12:52:19,RT @IndiaGreenWild: People in #Pune 2 wear masks as Air pollution level is 800 times above #WHO norms. Pune to experience water shortage &amp;…,punefeed,"Pune,WHO","Pune, India","India,Pune",IN
Fri Dec 28 12:51:55 ,Fri Dec 28,12:51:55,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",gadfly_3_strike,,,n/a,-
Fri Dec 28 12:51:42 ,Fri Dec 28,12:51:42,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",Paulatycs,,,n/a,-
Fri Dec 28 12:51:14 ,Fri Dec 28,12:51:14,RT @IndiaGreenWild: People in #Pune 2 wear masks as Air pollution level is 800 times above #WHO norms. Pune to experience water shortage &amp;…,kavadhaval,"Pune,WHO",Mumbai,Mumbai,IN
Fri Dec 28 12:49:31 ,Fri Dec 28,12:49:31,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",annakphill,,,n/a,-
Fri Dec 28 12:48:40 ,Fri Dec 28,12:48:40,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,atomicsmiles,,"Winchester UK, Houston USA","UK,Chester ,Winchester",UK
Fri Dec 28 12:48:34 ,Fri Dec 28,12:48:34,RT @RPOBB: Spraying water in the air to lesson #Bangkok air pollution on #Bangna. Not sure it has any effect but sure did cause a traffic j…,dxmeid,"Bangkok,Bangna",In the middle nowhere,other,-
Fri Dec 28 12:47:50 ,Fri Dec 28,12:47:50,"RT @nytimes: In Texas, emissions from the W.A. Parish power plant have been linked to as many as 180 premature deaths per year. Trump’s EPA…",J_sandy1009,,"Georgia, USA","US,Georgia",US
Fri Dec 28 12:47:04 ,Fri Dec 28,12:47:04,"Long Island, NY - Air Quality Forecast: Location: Long Island, NY Forecast: Today, 12/28/2018: Good - 29 AQI - Part… https://t.co/7HZvwpI2Rj",timetogofish,,"Amagansett, NY",other,-
Fri Dec 28 12:46:58 ,Fri Dec 28,12:46:58,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",TretornEdgar,,Val-de-Marne,other,-
Fri Dec 28 12:46:57 ,Fri Dec 28,12:46:57,BUT BUT BUT ITS FAKE - MAN CANT BE THE REASON WHY THE AIR QUALITY IS GOING DOWN - OH MY THIS MUST BE FAKE NEWS - NO… https://t.co/Xcr2p0XqxE,JamesFo78912642,,Nowhere USA Somewhere here,US,US
Fri Dec 28 12:46:56 ,Fri Dec 28,12:46:56,"RT @friends_earth: In a #NoDeal, the Garden of England could become a lorry park for England due to customs delays – with additional conseq…",CairnsAlistair,NoDeal,,n/a,-
Fri Dec 28 12:46:54 ,Fri Dec 28,12:46:54,"RT @PIB_India: Comprehensive and Coordinated Efforts Required to Free Delhi of Air and Water Pollution: Union Minister @nitin_gadkari 

Rea…",Prajwalpu1,,India,India,IN
Fri Dec 28 12:46:36 ,Fri Dec 28,12:46:36,"RT @PIB_India: Comprehensive and Coordinated Efforts Required to Free Delhi of Air and Water #pollution : @nitin_gadkari 
Union Minister @n…",Prajwalpu1,pollution,India,India,IN
Fri Dec 28 12:46:35 ,Fri Dec 28,12:46:35,RT @CBSNews: Firefighters spray water from high-rises to fight air pollution in India https://t.co/lTOxb1MW3T https://t.co/zEvcN67ZL9,bart_rogiers,,Dilbeek,other,-
Fri Dec 28 12:46:31 ,Fri Dec 28,12:46:31,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,japanking001,,"Washington, DC",Washington,US
Fri Dec 28 12:46:21 ,Fri Dec 28,12:46:21,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",wolfeprowler1,,Florida,Florida,US
Fri Dec 28 12:46:17 ,Fri Dec 28,12:46:17,"Each car in London costs NHS and society £8,000 due to air pollution https://t.co/tc6ijQL18p",clwelton,,,n/a,-
Fri Dec 28 12:46:03 ,Fri Dec 28,12:46:03,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,tayne500,,Aberdeen,Aberdeen,UK
Fri Dec 28 12:46:00 ,Fri Dec 28,12:46:00,"RT @BrentfordI: Each car in London costs NHS and society £8,000 due to air pollution https://t.co/pd9nflShUv How much does every Stacking A…",green_and_seen,,London Fields,London,UK
Fri Dec 28 12:45:49 ,Fri Dec 28,12:45:49,Get em by the vote!,grace_coronella,,,n/a,-
Fri Dec 28 12:45:47 ,Fri Dec 28,12:45:47,"RT @friends_earth: In a #NoDeal, the Garden of England could become a lorry park for England due to customs delays – with additional conseq…",MrPeteAbel,NoDeal,Manchester,Manchester,UK
Fri Dec 28 12:45:40 ,Fri Dec 28,12:45:40,"@kim_harding @MadameButcher Air pollution is a serious factor, but that report is a bit ridiculous",tombrammar,,High alpine plains,other,-
Fri Dec 28 12:45:11 ,Fri Dec 28,12:45:11,"In a #NoDeal, the Garden of England could become a lorry park for England due to customs delays – with additional c… https://t.co/C8REnKuHDe",friends_earth,NoDeal,"London, UK","UK,London",UK
Fri Dec 28 12:45:08 ,Fri Dec 28,12:45:08,These armchair descion making does not work. Politricians all state contrary policies.  Until one gets to drive the… https://t.co/qDZt0Awsex,sistakenya,,United Kingdom,United Kingdom,UK
Fri Dec 28 12:43:45 ,Fri Dec 28,12:43:45,"RT @StopAdaniCairns: The last thing India needs is more coal.

#StopAdani 

#auspol #qldpol 

#ClimateStrike #ExtinctionRebellion #SchoolSt…",GreenFireHVAC,"StopAdani,auspol,qldpol,ClimateStrike,ExtinctionRebellion","Utah, USA","US,Utah",US
Fri Dec 28 12:43:40 ,Fri Dec 28,12:43:40,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,Tripe_Concierge,,,n/a,-
Fri Dec 28 12:43:37 ,Fri Dec 28,12:43:37,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",gnomeicide,,Cambridge,other,-
Fri Dec 28 12:43:33 ,Fri Dec 28,12:43:33,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",cardiffbybike,,"Cardiff, Wales","Wales,Cardiff",UK
Fri Dec 28 12:43:30 ,Fri Dec 28,12:43:30,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,ene_world,,Europe,other,-
Fri Dec 28 12:42:48 ,Fri Dec 28,12:42:48,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,viralvm69,,"Mumbai, India","Mumbai,India",IN
Fri Dec 28 12:42:28 ,Fri Dec 28,12:42:28,@Shantanu_KP786 @taslimanasreen @TOIDelhi How silly of you to say that. High air pollution in Delhi is mainly due t… https://t.co/svbfiyr7UK,IsaacsYakov,,,n/a,-
Fri Dec 28 12:42:10 ,Fri Dec 28,12:42:10,"RT @USRepKCastor: Appalling! Read how Trump/GOP are directing massive rollbacks of fundamental environmental protections, saddling American…",Americakids2016,,United States,"United States,States",US
Fri Dec 28 12:41:55 ,Fri Dec 28,12:41:55,RT @socialsunday15: Increased air pollution level can have major health consequences. Do check the AQI before planning your outdoor activit…,g_lakshmanrao,,Kadapa Ap,other,-
Fri Dec 28 12:41:43 ,Fri Dec 28,12:41:43,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",inshoretwit,,Fort Lauderdale,other,-
Fri Dec 28 12:41:40 ,Fri Dec 28,12:41:40,@OxfordCity @drmickp @OxfordshireCC Weve already begun gathering data on how to move larger parcels in a zero emiss… https://t.co/07pGrmgJQp,PedalandPost,,Oxford,other,-
Fri Dec 28 12:40:55 ,Fri Dec 28,12:40:55,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,IETT_ITTS,,"Lyon, France",other,-
Fri Dec 28 12:40:45 ,Fri Dec 28,12:40:45,"RT @AntonioArellano: In TEXAS, coal-burning power plants that had been facing an order to install new air pollution controls to reduce harm…",Adita1212,,"Miami, FL",other,-
Fri Dec 28 12:39:49 ,Fri Dec 28,12:39:49,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,BG_Grace,,"Kent, UK","UK,Kent",UK
Fri Dec 28 12:39:27 ,Fri Dec 28,12:39:27,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",LaPulgaAmarilla,,"Sydney, New South Wales",Wales,UK
Fri Dec 28 12:39:27 ,Fri Dec 28,12:39:27,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,AMGarvey,,,n/a,-
Fri Dec 28 12:39:15 ,Fri Dec 28,12:39:15,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,robrobdean,,,n/a,-
Fri Dec 28 12:39:02 ,Fri Dec 28,12:39:02,"RT @GuideforAll: #QuestionOfTheDay:

376. Kyoto Protocol is related to ____ ?

[A] Air pollution
[B] Climate change
[C] Ozone depletion
[D]…",noRjsmamloRKqd2,QuestionOfTheDay,,n/a,-
Fri Dec 28 12:38:32 ,Fri Dec 28,12:38:32,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,AlexCurran95,,"Louth, Ireland",Ireland,UK
Fri Dec 28 12:38:16 ,Fri Dec 28,12:38:16,"RT @GudaRahul: Please tag all the fart experts who said diwali crackers causes pollution. 
https://t.co/46RUF3qqpR",VDalal1074,,,n/a,-
Fri Dec 28 12:38:14 ,Fri Dec 28,12:38:14,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #nycmarathon #NYCFC #NYCC #nycmarathon2018 #NYCACC #nycwff #NYCMayor #nycvotes #newyork #NewYo…,infohskp,"nycmarathon,NYCFC,NYCC,nycmarathon2018,NYCACC,nycwff,NYCMayor,nycvotes,newyork",,n/a,-
Fri Dec 28 12:38:10 ,Fri Dec 28,12:38:10,"RT @SpeakSarahSpeak: Some stats from 2018:
1. 17% UK electricity from wind turbines in 2018
2. 10% drop in CO2 per unit of electricity sinc…",James_Samworth,,London,London,UK
Fri Dec 28 12:38:04 ,Fri Dec 28,12:38:04,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #LosAngeles #losangelesroadstershow #LosAngelesCL #boston #massachusetts #california #losangle…,infohskp,"LosAngeles,losangelesroadstershow,LosAngelesCL,boston,massachusetts,california",,n/a,-
Fri Dec 28 12:38:00 ,Fri Dec 28,12:38:00,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #Houston #HoustonMission #Houston19 #houstontx #houstonrally #htown #houstonnightlife #houston…,infohskp,"Houston,HoustonMission,Houston19,houstontx,houstonrally,htown,houstonnightlife",,n/a,-
Fri Dec 28 12:37:57 ,Fri Dec 28,12:37:57,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #Philadelphia #Sandiego #Sacramento #Dallas #SanAntonio #Phoenix #SanJose #Austin #Indianapoli…,infohskp,"Philadelphia,Sandiego,Sacramento,Dallas,SanAntonio,Phoenix,SanJose,Austin",,n/a,-
Fri Dec 28 12:37:56 ,Fri Dec 28,12:37:56,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,alfonslopeztena,,Catalonia,Loni,IN
Fri Dec 28 12:37:52 ,Fri Dec 28,12:37:52,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #Detroit #Washington #Boston #Memphis #Nashville #PortlandOre #OklahomaCity #LasVegas #Baltimo…,infohskp,"Detroit,Washington,Boston,Memphis,Nashville,PortlandOre,OklahomaCity,LasVegas",,n/a,-
Fri Dec 28 12:37:50 ,Fri Dec 28,12:37:50,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #NYCclinics #Health #Fitness #ChryslerBuilding #HuntersPoint #Queen #5thAvenue #NY #NYC #Hospi…,infohskp,"NYCclinics,Health,Fitness,ChryslerBuilding,HuntersPoint,Queen,5thAvenue,NY,NYC",,n/a,-
Fri Dec 28 12:37:47 ,Fri Dec 28,12:37:47,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #500pxrtg #Illinois #transportation #publictransportation #bus #buses #CTA #green #hybrid #art…,infohskp,"500pxrtg,Illinois,transportation,publictransportation,bus,buses,CTA,green,hybrid",,n/a,-
Fri Dec 28 12:37:45 ,Fri Dec 28,12:37:45,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #chicagomua #chicagofood #chicagoart #chicagoeats #chicagocubs #chicagofoodie #chicagofire #au…,infohskp,"chicagomua,chicagofood,chicagoart,chicagoeats,chicagocubs,chicagofoodie,chicagofire",,n/a,-
Fri Dec 28 12:37:43 ,Fri Dec 28,12:37:43,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #JobSearch #JobSeekers #JobHunt #GetAJob #CanadaJobs #USAJobs #Jobs #Careers #federal #governm…,infohskp,"JobSearch,JobSeekers,JobHunt,GetAJob,CanadaJobs,USAJobs,Jobs,Careers,federal",,n/a,-
Fri Dec 28 12:37:38 ,Fri Dec 28,12:37:38,RT @infohskp: VISIT https://t.co/oDnN9iTqVg  #nyc #america #holiday #manhattan #ootd #MagicalSunrise #Skyline #magical_captures #magical_sh…,infohskp,"nyc,america,holiday,manhattan,ootd,MagicalSunrise,Skyline,magical_captures",,n/a,-
Fri Dec 28 12:37:35 ,Fri Dec 28,12:37:35,RT @infohskp: VISIT https://t.co/oDnN9iTqVg #nyc #america #holiday #manhattan #ootd  #MagicalSunrise #Skyline #magical_captures #magical_sh…,infohskp,"nyc,america,holiday,manhattan,ootd,MagicalSunrise,Skyline,magical_captures",,n/a,-
Fri Dec 28 12:37:29 ,Fri Dec 28,12:37:29,"2018-12-28 - 13:17:00 - #ioluo Channel - city, Observer Hum. Air New? CleanTechnica air doctors Newcastle Herald In… https://t.co/9bjioEQ5WC",6F7899,ioluo,,n/a,-
Fri Dec 28 12:37:02 ,Fri Dec 28,12:37:02,@skkthfc61 @Privatecarfree @red2011dragon @steelghost1978 @DonnachadhMc @branaby @elonmusk @ExtinctionR @Tesla 40k… https://t.co/dAkYhMhp4j,CrampedEyes,,UK,UK,UK
Fri Dec 28 12:36:36 ,Fri Dec 28,12:36:36,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,SknqNine,,"Sheffield, England.",England,UK
Fri Dec 28 12:36:34 ,Fri Dec 28,12:36:34,RT @Rawsa7: It’s absolutely ludicrous...#westernsydney suffers the worst air pollution and heat sink because there are no sea breezes and t…,fransi1803,westernsydney,"Sydney, New South Wales",Wales,UK
Fri Dec 28 12:36:21 ,Fri Dec 28,12:36:21,"RT @cleancooking: It's been an eventful 2018 for #cleancooking! In case you missed it, here's a look at our new PSA starring actor and Clea…",Mimi_Moto_CCFA,cleancooking,,n/a,-
Fri Dec 28 12:36:15 ,Fri Dec 28,12:36:15,"RT @CMO_Odisha: With commitment to #3Ts –Technology, Transparency &amp; Teamwork, #Odisha introduced Star Rating Program (SRP) for pollution di…",jaga_panda,"3Ts,Odisha",Palasa,other,-
Fri Dec 28 12:35:12 ,Fri Dec 28,12:35:12,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,patterfloof,,Airstrip One,other,-
Fri Dec 28 12:35:01 ,Fri Dec 28,12:35:01,Forecast Sat:  Low air pollution across all regions of Scotland  https://t.co/qbLHfUHng5 #scotair,scotairquality,scotair,,n/a,-
Fri Dec 28 12:34:27 ,Fri Dec 28,12:34:27,Great action - every city could do more of the same. #ClimateAction  #NoPlanB  #SDGs,MerielRhodes,"ClimateAction,NoPlanB,SDGs","Geneva, Switzerland",other,-
Fri Dec 28 12:33:50 ,Fri Dec 28,12:33:50,RT @BathLabourParty: The Tories policies and poor record prove how little they care about our environment and dealing with air pollution.…,ShitHoleZone,,¯\_(ツ)_/¯,other,-
Fri Dec 28 12:33:02 ,Fri Dec 28,12:33:02,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",charlamanesbane,,,n/a,-
Fri Dec 28 12:32:49 ,Fri Dec 28,12:32:49,Burning wet wood &amp; ordinary household coal can contribute to poorer air quality by producing more smoke; using drie… https://t.co/0QmRyGDvJI,CorbyBC,,"Corby, Northamptonshire",Northamptonshire,UK
Fri Dec 28 12:32:26 ,Fri Dec 28,12:32:26,"Let's segregate our waste with _WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/mV3UWMvuDi",ArunAgarwal__,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 12:32:20 ,Fri Dec 28,12:32:20,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",goSHIFTscheme,,"Worcester, UK","UK,Worcester",UK
Fri Dec 28 12:32:19 ,Fri Dec 28,12:32:19,RT @GlblCtzn: These vertical gardens are cleaning up air pollution! 🍃🚘 https://t.co/FS7B4ivoqB,khanboakye,,Global Citizen ,other,-
Fri Dec 28 12:32:07 ,Fri Dec 28,12:32:07,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",Iggy,,Springfield IL,other,-
Fri Dec 28 12:32:06 ,Fri Dec 28,12:32:06,RT @gideonle: Palestinian's Penalty for Air Pollution: 20 Bullets Fired by Israeli Police  https://t.co/SRbCT0F6xD,stldavis,,"Saint Louis, Missouri",Missouri,US
Fri Dec 28 12:32:05 ,Fri Dec 28,12:32:05,"Please sign. #WeAreAllUnionHill #NoACP #StandWithUnionHill #EnvironmentalJustice #NoPipelines #SayNoToDominion
VA A… https://t.co/L3fXsDDuMv",KrystalOnDesign,"WeAreAllUnionHill,NoACP,StandWithUnionHill,EnvironmentalJustice,NoPipelines,SayNoToDominion","Washington, DC",Washington,US
Fri Dec 28 12:31:43 ,Fri Dec 28,12:31:43,RT @GlblCtzn: These vertical gardens are cleaning up air pollution! 🍃🚘 https://t.co/FS7B4ivoqB,klaushfrohlich,,"Adelaide, South Australia","us,US",US
Fri Dec 28 12:30:36 ,Fri Dec 28,12:30:36,@SadiqKhan Cycling does not help to clean the air because your bike lane schemes are massively increasing congestion/pollution,Long8Bob,,,n/a,-
Fri Dec 28 12:30:29 ,Fri Dec 28,12:30:29,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/UqhSynxdWI",sureshkumar0023,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 12:30:24 ,Fri Dec 28,12:30:24,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,SPeitsch,,Germany,other,-
Fri Dec 28 12:30:18 ,Fri Dec 28,12:30:18,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/r86jhC6rue",ManishKhurana,,"New Delhi, Delhi",Delhi,IN
Fri Dec 28 12:30:12 ,Fri Dec 28,12:30:12,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/ic84oaHcVf",SwatiBhalla23,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 12:30:08 ,Fri Dec 28,12:30:08,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/UPMi3HO7BM",SaafDilli,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 12:30:02 ,Fri Dec 28,12:30:02,Slightly Dirty Air near Ealing - Acton Val (Pollution Low : 2),breathinglondon,,London,London,UK
Fri Dec 28 12:29:58 ,Fri Dec 28,12:29:58,"RT @LouiseOFresco: A true must-read: so much did improve last year, from child &amp; maternal mortality, HIV, malaria, to reduced air &amp;plastic…",GertJanHofstede,,,n/a,-
Fri Dec 28 12:29:51 ,Fri Dec 28,12:29:51,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",momness1,,Illinois,Illinois,US
Fri Dec 28 12:29:45 ,Fri Dec 28,12:29:45,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",blabszb,,,n/a,-
Fri Dec 28 12:29:37 ,Fri Dec 28,12:29:37,@BikeWirral There were an estimated 160 preventable deaths from air pollution in Wirral in 2015(latest figs availab… https://t.co/y6MmK3Hk3X,cheeznbreed,,Wirral,other,-
Fri Dec 28 12:29:37 ,Fri Dec 28,12:29:37,RT @SpeakSarahSpeak: 3. See Independent article: https://t.co/NE60eywKtg,lewi3000,,"Bristol,UK.",UK,UK
Fri Dec 28 12:28:53 ,Fri Dec 28,12:28:53,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",rosegoggles,,"New England, USA",England,UK
Fri Dec 28 12:28:24 ,Fri Dec 28,12:28:24,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",darbyTL,,Toronto,other,-
Fri Dec 28 12:28:05 ,Fri Dec 28,12:28:05,"RT @hashNewDelhi: ""Chronic dry cough cases up, Delhi doctors blame it on soaring air pollution - The New Indian Express"" https://t.co/4eIeu…",NDNS_HQ,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 12:26:58 ,Fri Dec 28,12:26:58,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",rjber15,,"Wichita, Kansas",Kansas,US
Fri Dec 28 12:26:49 ,Fri Dec 28,12:26:49,"RT @unfoundation: From the first ever conference on air pollution to an ebola outbreak, 2018 was a memorable year for the global health com…",YAbu28186590,,,n/a,-
Fri Dec 28 12:26:48 ,Fri Dec 28,12:26:48,RT @BusBritainMedia: A fresh start for air quality: @newsfromfta confident that progress will be made in the coming years https://t.co/Y3Bw…,newsfromfta,,UK,UK,UK
Fri Dec 28 12:26:01 ,Fri Dec 28,12:26:01,"Children, older people and those already in poor health are most affected by air pollution. Find out what Greater… https://t.co/e0dOWpj1fa",NHSBuryCCG,,"Bury, Greater Manchester","Greater Manchester,Manchester",UK
Fri Dec 28 12:24:06 ,Fri Dec 28,12:24:06,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",JMuehle,,"Portland, Maine",other,-
Fri Dec 28 12:22:35 ,Fri Dec 28,12:22:35,"Dead air upon the streets of calm 
Early morning noise pollution is shy 
Silence hangs on me like a jacket 
Thrilli… https://t.co/rgtwfyxTGk",Notretsam,,Scotland,Scotland,UK
Fri Dec 28 12:22:33 ,Fri Dec 28,12:22:33,"RT @radhika_apte: https://t.co/OY5msUlfbe With all the talk about air pollution in Delhi, this is definitely worth a watch! Heart-warming,…",sksamadkhan14,,"Bengaluru, India",India,IN
Fri Dec 28 12:22:18 ,Fri Dec 28,12:22:18,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",HylerLorence,,,n/a,-
Fri Dec 28 12:22:12 ,Fri Dec 28,12:22:12,RT @MoHFW_INDIA: Increased air pollution level can have major health consequences. Do check the AQI before planning your outdoor activities…,g_lakshmanrao,,Kadapa Ap,other,-
Fri Dec 28 12:20:52 ,Fri Dec 28,12:20:52,"@ProfStrachan @carolstedman4 @ERenovables Also, applying  FN®NANO PHOTOCATALYTIC COATINGS on the facade will immedi… https://t.co/28rLShupfW",BestGreenEdu,,"Las Vegas, NV",other,-
Fri Dec 28 12:20:37 ,Fri Dec 28,12:20:37,ALL OIL BURNING VEHICLES should take the blame for air pollution. Exceptions are public transport and commercial tr… https://t.co/BJfEYf7l9A,kthiruselvam,,"Selangor, Malaysia",other,-
Fri Dec 28 12:19:33 ,Fri Dec 28,12:19:33,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",TorstenLuetten,,"Hamburg, Germany",other,-
Fri Dec 28 12:19:06 ,Fri Dec 28,12:19:06,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",aliceslater,,new york,York,UK
Fri Dec 28 12:18:26 ,Fri Dec 28,12:18:26,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",jonwalczak,,"New Orleans, LA",other,-
Fri Dec 28 12:18:16 ,Fri Dec 28,12:18:16,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",jonwalczak,,"New Orleans, LA",other,-
Fri Dec 28 12:18:10 ,Fri Dec 28,12:18:10,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,jonwalczak,,"New Orleans, LA",other,-
Fri Dec 28 12:17:45 ,Fri Dec 28,12:17:45,"A brilliant and holistic idea - improving air quality, making a city greener and prettier (over time) and including… https://t.co/bN8heL6ScD",MichaSchaller,,,n/a,-
Fri Dec 28 12:17:27 ,Fri Dec 28,12:17:27,"RT @commondreams: ""Fossil fuels cause so much danger from climate change and air pollution, but freak accidents like this go to show that m…",Petrine05647629,,,n/a,-
Fri Dec 28 12:17:09 ,Fri Dec 28,12:17:09,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",babsben,,,n/a,-
Fri Dec 28 12:16:28 ,Fri Dec 28,12:16:28,VISIT https://t.co/oDnN9iTqVg #nyc #america #holiday #manhattan #ootd  #MagicalSunrise #Skyline #magical_captures… https://t.co/xf4HYgHA1z,infohskp,"nyc,america,holiday,manhattan,ootd,MagicalSunrise,Skyline,magical_captures",,n/a,-
Fri Dec 28 12:16:11 ,Fri Dec 28,12:16:11,VISIT https://t.co/oDnN9iTqVg  #nyc #america #holiday #manhattan #ootd #MagicalSunrise #Skyline #magical_captures… https://t.co/fJfwVn3ojY,infohskp,"nyc,america,holiday,manhattan,ootd,MagicalSunrise,Skyline,magical_captures",,n/a,-
Fri Dec 28 12:15:59 ,Fri Dec 28,12:15:59,VISIT https://t.co/oDnN9iTqVg  #JobSearch #JobSeekers #JobHunt #GetAJob #CanadaJobs #USAJobs #Jobs #Careers… https://t.co/TegYFR8DxL,infohskp,"JobSearch,JobSeekers,JobHunt,GetAJob,CanadaJobs,USAJobs,Jobs,Careers",,n/a,-
Fri Dec 28 12:15:54 ,Fri Dec 28,12:15:54,VISIT https://t.co/oDnN9iTqVg  #chicagomua #chicagofood #chicagoart #chicagoeats #chicagocubs #chicagofoodie… https://t.co/l5r9SNWw0z,infohskp,"chicagomua,chicagofood,chicagoart,chicagoeats,chicagocubs,chicagofoodie",,n/a,-
Fri Dec 28 12:15:47 ,Fri Dec 28,12:15:47,VISIT https://t.co/oDnN9iTqVg  #500pxrtg #Illinois #transportation #publictransportation #bus #buses #CTA #green… https://t.co/36sUNjNnzt,infohskp,"500pxrtg,Illinois,transportation,publictransportation,bus,buses,CTA,green",,n/a,-
Fri Dec 28 12:15:41 ,Fri Dec 28,12:15:41,VISIT https://t.co/oDnN9iTqVg  #NYCclinics #Health #Fitness #ChryslerBuilding #HuntersPoint #Queen #5thAvenue #NY… https://t.co/RBEcizEYhw,infohskp,"NYCclinics,Health,Fitness,ChryslerBuilding,HuntersPoint,Queen,5thAvenue,NY",,n/a,-
