Timestamp,Date,Time,Text,User,Tag,Location ,Specific,General location
Fri Dec 28 15:37:12 ,Fri Dec 28,15:37:12,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,laura__3_14,,OutsideTheBeltway,other,-
Fri Dec 28 15:36:59 ,Fri Dec 28,15:36:59,RT @sloughadar3: @yourHeathrow @HeathrowAirport There are no 'fun facts' connected to Heathrow Airport; just misery for millions of people…,EastReadingAG,,"Reading, England",England,UK
Fri Dec 28 15:36:13 ,Fri Dec 28,15:36:13,RT @ABC: Indian authorities order firefighters to sprinkle water from high-rise buildings to settle dust and stop garbage fires amid air po…,deafstrong71,,"Chicago, London",London,UK
Fri Dec 28 15:34:43 ,Fri Dec 28,15:34:43,"RT @StopAdaniCairns: The last thing India needs is more coal.

#StopAdani 

#auspol #qldpol 

#ClimateStrike #ExtinctionRebellion #SchoolSt…",EinsteinKaleath,"StopAdani,auspol,qldpol,ClimateStrike,ExtinctionRebellion",Detroit,other,-
Fri Dec 28 15:33:29 ,Fri Dec 28,15:33:29,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",johannesbirgir,,"Kópavogur, Iceland",other,-
Fri Dec 28 15:33:00 ,Fri Dec 28,15:33:00,@yoavgonen @SallyGold @NYCMayor He should start with canceling the tourist helicopter franchise that creates unnece… https://t.co/JVtHLAmPa9,Adrian_Benepe,,"New York, NY",York,UK
Fri Dec 28 15:32:57 ,Fri Dec 28,15:32:57,"...three common air pollutants: nitrogen dioxide, ozone and small particulate matter...during the seven-day window… https://t.co/vBl7nGXwcA",BreatheUtah,,Utah,Utah,US
Fri Dec 28 15:32:52 ,Fri Dec 28,15:32:52,"RT @EricEatsPickles: @CHAIRRDRF @kim_harding Indeed - everything has improved so much since then.
On the other hand, we're all a lot stupid…",Pierheadearhead,,,n/a,-
Fri Dec 28 15:32:10 ,Fri Dec 28,15:32:10,"Let's segregate our waste with _WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/Q1Hz3E1DSC",ArunAgarwal__,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 15:31:19 ,Fri Dec 28,15:31:19,"RT @nytimes: In Texas, emissions from the W.A. Parish power plant have been linked to as many as 180 premature deaths per year. Trump’s EPA…",LohnesMary,,,n/a,-
Fri Dec 28 15:30:46 ,Fri Dec 28,15:30:46,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/bIpNKS8ONt",sureshkumar0023,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 15:30:46 ,Fri Dec 28,15:30:46,RT @gazza_d: A reminder of how much strain driving puts on the NHS. And people want free parking. They may as well hand out free cigarettes…,CyclingMikey,,"London, neBhasikoro",London,UK
Fri Dec 28 15:30:41 ,Fri Dec 28,15:30:41,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",appliedsoft,,"Florida, USA","US,Florida",US
Fri Dec 28 15:30:30 ,Fri Dec 28,15:30:30,"Air pollution may be the culprit behind patients' dry eye complaints, depending on your practice's location.… https://t.co/lmXElMgw4N",OptometryTimes,,"Cleveland, Philadelphia",Cleveland,UK
Fri Dec 28 15:30:26 ,Fri Dec 28,15:30:26,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/HBPPLXxzKd",SaafDilli,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 15:30:15 ,Fri Dec 28,15:30:15,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/yGdzMNpizB",SwatiBhalla23,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 15:30:13 ,Fri Dec 28,15:30:13,"Let's segregate our waste with @_WeMeanToClean and reduce our contribution to air and water pollution
Visit:… https://t.co/UYHfcrV0OK",ManishKhurana,,"New Delhi, Delhi",Delhi,IN
Fri Dec 28 15:30:07 ,Fri Dec 28,15:30:07,"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to a… https://t.co/ek7ffni0Nn",_WeMeanToClean,DELHI,"New Delhi, Delhi",Delhi,IN
Fri Dec 28 15:29:57 ,Fri Dec 28,15:29:57,"RT @PIB_India: Comprehensive and Coordinated Efforts Required to Free Delhi of Air and Water #pollution : @nitin_gadkari 
Union Minister @n…",LakhichandA,pollution,,n/a,-
Fri Dec 28 15:29:25 ,Fri Dec 28,15:29:25,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",marxculture,,London,London,UK
Fri Dec 28 15:29:13 ,Fri Dec 28,15:29:13,RT @CPCB_OFFICIAL: CPCB along with Concerned agency doused the burning of waste/garbage in the area to avoid Air Pollution. Reach out to us…,thumma_sree,,Hyderabad,Hyderabad,IN
Fri Dec 28 15:29:11 ,Fri Dec 28,15:29:11,What is smart about: “Those decisions could include bringing students inside when pollution is at dangerous levels”… https://t.co/xqPPifxZWu,CityLogisticsNL,,,n/a,-
Fri Dec 28 15:28:53 ,Fri Dec 28,15:28:53,"@ANI Sir, so much pollution in the air in terms of fireworks",RohitKateliya1,,India ,India,IN
Fri Dec 28 15:28:41 ,Fri Dec 28,15:28:41,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,AmyResnick,,New York,York,UK
Fri Dec 28 15:28:21 ,Fri Dec 28,15:28:21,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",adrianshort,,"London, EU",London,UK
Fri Dec 28 15:28:16 ,Fri Dec 28,15:28:16,"RT @ajplus: The accident happened at a power plant that burns over 3 million gallons of fuel oil a year.

Local officials have blamed the A…",VVideoneon,,Crypt of Sins,other,-
Fri Dec 28 15:26:48 ,Fri Dec 28,15:26:48,"RT @ashokparmarIAS: Airpollution of Delhi would be major public health crisis. 
Can't imagine the situation in near future,if airpollution…",ashokparmarIAS,,New Delhi,Delhi,IN
Fri Dec 28 15:25:48 ,Fri Dec 28,15:25:48,RT @NAUD_JF: The USA needs your help @IsCleanAir ! https://t.co/g5nGjgfRZ2,therlin,,Sophia Antipolis,other,-
Fri Dec 28 15:25:28 ,Fri Dec 28,15:25:28,But the USA is killing the environment  ? ?,RLevish1,,,n/a,-
Fri Dec 28 15:25:03 ,Fri Dec 28,15:25:03,"RT @Nationf87600165: #ChorMedia #LibtardSupremeCourt #Libtards

Where is the SC judgement that fireworks should be banned for New year ?

F…",ImmoralReport,"ChorMedia,LibtardSupremeCourt,Libtards",,n/a,-
Fri Dec 28 15:24:50 ,Fri Dec 28,15:24:50,"@jd2511 @simonptuck @hmrty @BBCBreakfast @BBCNaga All vehicles pay a tax on pollution, except the ones that don’t p… https://t.co/4babpk8ZtU",TinpotDown,,"Ipswich, England",England,UK
Fri Dec 28 15:24:34 ,Fri Dec 28,15:24:34,"RT @nytimes: In Texas, emissions from the W.A. Parish power plant have been linked to as many as 180 premature deaths per year. Trump’s EPA…",saalbano68,,"Denver, Colorado",Colorado,US
Fri Dec 28 15:24:27 ,Fri Dec 28,15:24:27,"RT @Gardiner_Beth: Excited to see my book, Choked: Life and Breath in the Age of Air Pollution, on the @FT's ""What we'll be reading next ye…",The_PlugSeeker,,UK,UK,UK
Fri Dec 28 15:23:43 ,Fri Dec 28,15:23:43,It’s not a fake fireplace in a community where gas and wood fireplaces are banned to prevent air pollution...just saying 🔥,amanniste,,Montreal,other,-
Fri Dec 28 15:23:27 ,Fri Dec 28,15:23:27,RT @gideonle: Palestinian's Penalty for Air Pollution: 20 Bullets Fired by Israeli Police  https://t.co/SRbCT0F6xD,FelipeAraiza3,,,n/a,-
Fri Dec 28 15:23:18 ,Fri Dec 28,15:23:18,RT @cleanh2oaction: From rolling back #CleanerCars standards to slashing safeguards that #CutMethane and keep dangerous pollution out of ou…,jeanbirch1001,"CleanerCars,CutMethane",Midwest,other,-
Fri Dec 28 15:23:09 ,Fri Dec 28,15:23:09,RT @EricLiptonNYT: JUST POSTED: It has been 2 years since Trump era started. Hundreds of stories re EPA/Interior. BUT WHERE CAN WE SEE REAL…,QuoththeRaven2,,"Phoenix, Arizona 🏜",Arizona,US
Fri Dec 28 15:22:37 ,Fri Dec 28,15:22:37,"tw hospital ment///

its prob bcs of pollution too because that time i got rlly sick in la and had to go to the hos… https://t.co/UlNrQo83zn",angelrikos,,💜 leia 💜,other,-
Fri Dec 28 15:22:10 ,Fri Dec 28,15:22:10,"ppl r asking qtns. not about food only, folks r asking “How did we get here, who got us here"" To think the solution… https://t.co/gqX0SC0liz",nelsonkwaje,,"Nairobi, Kenya",other,-
Fri Dec 28 15:21:58 ,Fri Dec 28,15:21:58,RT @cleanh2oaction: From rolling back #CleanerCars standards to slashing safeguards that #CutMethane and keep dangerous pollution out of ou…,rmarenstein,"CleanerCars,CutMethane",,n/a,-
Fri Dec 28 15:21:53 ,Fri Dec 28,15:21:53,"#ChorMedia #LibtardSupremeCourt #Libtards

Where is the SC judgement that fireworks should be banned for New year ?… https://t.co/TsdVvP9GjS",Nationf87600165,"ChorMedia,LibtardSupremeCourt,Libtards",,n/a,-
Fri Dec 28 15:21:34 ,Fri Dec 28,15:21:34,"One Mountain West City Is Tackling Air Pollution And Childhood Asthma With ""Smart-City"" Technology https://t.co/6wqZlJcmt0",PatriziaMarani,,Italy,other,-
Fri Dec 28 15:21:27 ,Fri Dec 28,15:21:27,"RT @ajplus: The accident happened at a power plant that burns over 3 million gallons of fuel oil a year.

Local officials have blamed the A…",KatherineSinner,,St. Pete FL / San Fran / NY,other,-
Fri Dec 28 15:20:58 ,Fri Dec 28,15:20:58,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",Cathode321,,earth,other,-
Fri Dec 28 15:20:41 ,Fri Dec 28,15:20:41,RT @cleanh2oaction: From rolling back #CleanerCars standards to slashing safeguards that #CutMethane and keep dangerous pollution out of ou…,weallfalld0wn_,"CleanerCars,CutMethane",United States,"United States,States",US
Fri Dec 28 15:20:19 ,Fri Dec 28,15:20:19,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",rewordsmith,,,n/a,-
Fri Dec 28 15:19:50 ,Fri Dec 28,15:19:50,RT @amenasaiyid: EPA Air Chief Bill Wehrum told @environment the purpose behind redoing the cost benefit analysis of the 2012 toxic air pol…,nancysuzyq,,"Sedona, AZ,USA",US,US
Fri Dec 28 15:19:48 ,Fri Dec 28,15:19:48,@LittleNinjaUK @shirleyjones999 @AirFairy04 @SaveOurLungsTW1 @FriendsofWPSch @EastbourneAir @cleanairforall2… https://t.co/rKawkHHGPQ,The_PlugSeeker,,UK,UK,UK
Fri Dec 28 15:18:46 ,Fri Dec 28,15:18:46,RT @GlblCtzn: These vertical gardens are cleaning up air pollution! 🍃🚘 https://t.co/FS7B4ivoqB,Botho20385429bp,,Africa,other,-
Fri Dec 28 15:18:21 ,Fri Dec 28,15:18:21,"Glad to hear skepticism - flux inside test tubes is much, much higher than in a house with a wall of plants.",subu_caps,,"Pittsburgh, PA",other,-
Fri Dec 28 15:17:46 ,Fri Dec 28,15:17:46,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",bdwildeman,,,n/a,-
Fri Dec 28 15:17:33 ,Fri Dec 28,15:17:33,Not to mention these people don’t give a fuck about the Black and Indigenous communities who are affected most by a… https://t.co/xqqPSvdLQ4,angelataughtme,,Babylon,other,-
Fri Dec 28 15:17:10 ,Fri Dec 28,15:17:10,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",braak,,"Braak, Deutschland",other,-
Fri Dec 28 15:16:31 ,Fri Dec 28,15:16:31,"RT @ajplus: The accident happened at a power plant that burns over 3 million gallons of fuel oil a year.

Local officials have blamed the A…",jackiemfigueroa,,"Ohio, USA","US,Ohio",US
Fri Dec 28 15:16:25 ,Fri Dec 28,15:16:25,From rolling back #CleanerCars standards to slashing safeguards that #CutMethane and keep dangerous pollution out o… https://t.co/gK8Xq5BXWd,cleanh2oaction,"CleanerCars,CutMethane",United States,"United States,States",US
Fri Dec 28 15:15:45 ,Fri Dec 28,15:15:45,"RT @EricEatsPickles: @CHAIRRDRF @kim_harding Indeed - everything has improved so much since then.
On the other hand, we're all a lot stupid…",kim_harding,,Scotland,Scotland,UK
Fri Dec 28 15:15:36 ,Fri Dec 28,15:15:36,Air pollution control: Secy Forests discusses final draft Action Plan with AQMC https://t.co/gpMRR6bRLK https://t.co/rrFIjAKauN,AmashiNews,,Jammu and Kashmir,Jammu,IN
Fri Dec 28 15:15:31 ,Fri Dec 28,15:15:31,RT @accpchest: Increases in relative rates of culture negative pneumonia requiring hospitalization and ED visits may be linked to increased…,pccp_lunginfexn,,,n/a,-
Fri Dec 28 15:15:26 ,Fri Dec 28,15:15:26,RT @PedalandPost: @OxfordCity @drmickp @OxfordshireCC Weve already begun gathering data on how to move larger parcels in a zero emission wa…,damiancugley,,"Oxford, UK",UK,UK
Fri Dec 28 15:15:25 ,Fri Dec 28,15:15:25,RT @gazza_d: A reminder of how much strain driving puts on the NHS. And people want free parking. They may as well hand out free cigarettes…,kim_harding,,Scotland,Scotland,UK
Fri Dec 28 15:15:05 ,Fri Dec 28,15:15:05,"""Residents of a border town, the Awwads had Jewish friends in whose homes they slept occasionally.""
Palestinian's p… https://t.co/mCGn5gRG5v",DavidPKramer,,,n/a,-
Fri Dec 28 15:13:17 ,Fri Dec 28,15:13:17,"ppl r asking qtns. not about food only, folks r asking “How did we get here, who got us here"" To think the solution… https://t.co/jXclI6qiH4",nelsonkwaje,,"Nairobi, Kenya",other,-
Fri Dec 28 15:12:39 ,Fri Dec 28,15:12:39,"Activated Charcoal/Kaolin clay handmade soap by Skin Nurse.
Throughout the day, toxins from the world around us clo… https://t.co/yfak4M7Fg4",Eventiquevents,,Nakuru. Kenya,other,-
Fri Dec 28 15:12:00 ,Fri Dec 28,15:12:00,RT @alfonslopeztena: How to make climate change doubters pay a political price — Leaders who refuse to acknowledge the public health conseq…,RowenaGreen,,,n/a,-
Fri Dec 28 15:11:33 ,Fri Dec 28,15:11:33,Follow this thread,tackettdc,,"Washington, D.C.  ",Washington,US
Fri Dec 28 15:11:13 ,Fri Dec 28,15:11:13,RT @MisztalPawel: I really appreciated the opportunity to comment for #CNN about an @EnvSciTech article which nicely focuses the global awa…,EnvSciTech,CNN,"Washington, DC",Washington,US
Fri Dec 28 15:11:07 ,Fri Dec 28,15:11:07,"@SwaleCouncil @Kent_cc @Helen_Whately Ospringe??!!! Primary school children at huge risk, what are you going to do??",fightingforinju,,,n/a,-
Fri Dec 28 15:10:50 ,Fri Dec 28,15:10:50,"RT @citizenmatters: How garbage burning contributes to Bengaluru’s air quality crisis

https://t.co/1z8FoI9SAU",swachhhyd,,"Hyderabad, Telangana India.","India,Hyderabad",IN
Fri Dec 28 15:09:40 ,Fri Dec 28,15:09:40,"RT @deqdonna: ""U. researchers used data from more than 1,300 Utah women who visited the University of Utah Hospital's emergency room due to…",jibsandjumpers,,"Sandy, UT",other,-
Fri Dec 28 15:09:10 ,Fri Dec 28,15:09:10,#Palestinian's penalty for air pollution: 20 bullets fired by Israeli police https://t.co/8jFrkVG2mV,DavidPKramer,Palestinian,,n/a,-
Fri Dec 28 15:08:56 ,Fri Dec 28,15:08:56,RT @nepalindata: #Nepal ranks 1st out of 220 countries in the Air Quality Life Index of the University of Chicago's Energy Policy Institute…,Prakash39769225,Nepal,,n/a,-
Fri Dec 28 15:08:11 ,Fri Dec 28,15:08:11,RT @CPCB_OFFICIAL: CPCB along with Concerned agency doused the burning of waste/garbage in the area to avoid Air Pollution. Reach out to us…,abhishekhg7,,"Hyderabad, India","India,Hyderabad",IN
Fri Dec 28 15:06:21 ,Fri Dec 28,15:06:21,RT @DrANURAGJAIN6: Delhi air pollution: No respite for millions as thick blanket of toxic air envelopes them https://t.co/UPRISQi6s3,ev_hs,,"New Delhi, India","India,Delhi",IN
Fri Dec 28 15:06:09 ,Fri Dec 28,15:06:09,RT @TheAnarcyclist: Traffic is the problem. You are the problem. You aren’t ‘in’ traffic. You ARE traffic. #rideyourbike #ridingisresisting…,Emuziek,"rideyourbike,ridingisresisting","Oslo, Norway",other,-
Fri Dec 28 15:06:08 ,Fri Dec 28,15:06:08,Watch the pollution folks,seanmccooe,,"Ridgewood, NJ",other,-
Fri Dec 28 15:05:45 ,Fri Dec 28,15:05:45,"RT @citizenmatters: How garbage burning contributes to Bengaluru’s air quality crisis

https://t.co/1z8FoI9SAU",CleanupTN,,"Tamil Nadu, India",India,IN
Fri Dec 28 15:05:18 ,Fri Dec 28,15:05:18,"WHO estimates that each year around 2 million people around the world die before their time due to air pollution, a… https://t.co/5zmadnfB0v",sloughadar3,,"Slough, South East",other,-
Fri Dec 28 15:05:07 ,Fri Dec 28,15:05:07,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,ToSaveTomorrow,,USA,US,US
Fri Dec 28 15:04:58 ,Fri Dec 28,15:04:58,"When in reality, spending that money on getting truly clean water flowing through the taps all across America and d… https://t.co/NPjaehRBqw",DrMarkCheng,,"Diamond Bar, CA",other,-
Fri Dec 28 15:04:39 ,Fri Dec 28,15:04:39,"@realDonaldTrump Those factories that left this country that you offten rant about, destroyed water conditions in F… https://t.co/rk6QOnB7UD",LlcMonarca,,"The Villages, FL",other,-
Fri Dec 28 15:03:21 ,Fri Dec 28,15:03:21,"RT @USRepKCastor: Appalling! Read how Trump/GOP are directing massive rollbacks of fundamental environmental protections, saddling American…",Serabbi,,,n/a,-
Fri Dec 28 15:02:49 ,Fri Dec 28,15:02:49,"RT @ajplus: The accident happened at a power plant that burns over 3 million gallons of fuel oil a year.

Local officials have blamed the A…",Lexibearp1997,,Searching,other,-
Fri Dec 28 15:02:42 ,Fri Dec 28,15:02:42,"RT @USRepKCastor: Appalling! Read how Trump/GOP are directing massive rollbacks of fundamental environmental protections, saddling American…",ACahMak,,,n/a,-
Fri Dec 28 15:02:17 ,Fri Dec 28,15:02:17,RT @ABC: Indian authorities order firefighters to sprinkle water from high-rise buildings to settle dust and stop garbage fires amid air po…,BerkisGm,,,n/a,-
Fri Dec 28 15:01:35 ,Fri Dec 28,15:01:35,"""U. researchers used data from more than 1,300 Utah women who visited the University of Utah Hospital's emergency r… https://t.co/nlZT925qph",deqdonna,,"Salt Lake City, Utah",Utah,US
Fri Dec 28 15:01:29 ,Fri Dec 28,15:01:29,I know it’s horrible. They said it’s so bad for the air. We already have pollution issues this didn’t help. My sist… https://t.co/rQQym3cq4W,SamiaHanna,,New York City,York,UK
Fri Dec 28 15:01:05 ,Fri Dec 28,15:01:05,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,michelangeloRit,,"Richmond, VA",other,-
Fri Dec 28 15:00:53 ,Fri Dec 28,15:00:53,"RT @EricLiptonNYT: PART III:  How Much Is Clean Air Worth To YOU? Scene: HOUSTON, Tx. The Obama EPA moved in Dec. 2016 to mandate that nine…",michelangeloRit,,"Richmond, VA",other,-
Fri Dec 28 15:00:27 ,Fri Dec 28,15:00:27,RT @sloughadar3: @yourHeathrow @HeathrowAirport There are no 'fun facts' connected to Heathrow Airport; just misery for millions of people…,planestupid,,,n/a,-
Fri Dec 28 15:00:16 ,Fri Dec 28,15:00:16,"RT @ajplus: The accident happened at a power plant that burns over 3 million gallons of fuel oil a year.

Local officials have blamed the A…",Kaaatiee__,,,n/a,-
Fri Dec 28 15:00:01 ,Fri Dec 28,15:00:01,"What happens when combining a plant and a rabbit? 🌿+🐰= 🏙️

A houseplant with added rabbit DNA could reduce air poll… https://t.co/ZTa7g3rBNP",GOESbyJuniper,,United Kingdom,United Kingdom,UK
Fri Dec 28 14:59:57 ,Fri Dec 28,14:59:57,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,butterflyseis,,"Carmel, CA",other,-
Fri Dec 28 14:59:38 ,Fri Dec 28,14:59:38,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",GregorMcAbery,,"Aberdeen, Scotland","Scotland,Aberdeen",UK
Fri Dec 28 14:59:33 ,Fri Dec 28,14:59:33,"RT @wef: Europe’s dirty air kills 400,000 people every year https://t.co/RPbNKEf8fE #pollution #environment https://t.co/rNvvycKd82",karapara_etkisi,"pollution,environment",,n/a,-
Fri Dec 28 14:59:30 ,Fri Dec 28,14:59:30,RT @ABC: Indian authorities order firefighters to sprinkle water from high-rise buildings to settle dust and stop garbage fires amid air po…,farooqui_javed,,Mumbai,Mumbai,IN
Fri Dec 28 14:59:13 ,Fri Dec 28,14:59:13,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,grape10332,,United States,"United States,States",US
Fri Dec 28 14:59:01 ,Fri Dec 28,14:59:01,"@CHAIRRDRF @kim_harding Indeed - everything has improved so much since then.
On the other hand, we're all a lot stu… https://t.co/7l3POTT8EH",EricEatsPickles,,,n/a,-
Fri Dec 28 14:58:30 ,Fri Dec 28,14:58:30,"RT @USRepKCastor: Appalling! Read how Trump/GOP are directing massive rollbacks of fundamental environmental protections, saddling American…",AustinAmers,,,n/a,-
Fri Dec 28 14:58:22 ,Fri Dec 28,14:58:22,RT @EricLiptonNYT: SO WHAT DOES TRUMP EPA DO? It rejects the Obama-era plan. Essentially says  don't need to upgrade air pollution controls…,SoonerSower,,"Ft Hancock,TX",other,-
Fri Dec 28 14:57:35 ,Fri Dec 28,14:57:35,"RT @sillymickel: For as always, we both re-create &amp; resist that which we have unresolved. In terms of oxygen “starvation” prior to birth, w…",JohnVeazie,,"Richmond,va ",other,-
Fri Dec 28 14:57:01 ,Fri Dec 28,14:57:01,RT @EricLiptonNYT: JUST POSTED: It has been 2 years since Trump era started. Hundreds of stories re EPA/Interior. BUT WHERE CAN WE SEE REAL…,notmypussytrump,,"Ohio, USA","US,Ohio",US
Fri Dec 28 14:56:48 ,Fri Dec 28,14:56:48,@CBCOntarioToday Chinese pollution viewed from the ground. Only 1% of China’s 560 million urban population breathe… https://t.co/Ktu3AYjhav,PNozhka,,,n/a,-
Fri Dec 28 14:56:36 ,Fri Dec 28,14:56:36,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",DrTom13628346,,,n/a,-
Fri Dec 28 14:55:37 ,Fri Dec 28,14:55:37,RT @guardianscience: Air pollution particles found in mothers' placentas https://t.co/qvyEzRsBdT,3mp3404_,,,n/a,-
Fri Dec 28 14:55:07 ,Fri Dec 28,14:55:07,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,rncreativewritr,,"Mountain View, CA",other,-
Fri Dec 28 14:55:01 ,Fri Dec 28,14:55:01,"For as always, we both re-create &amp; resist that which we have unresolved. In terms of oxygen “starvation” prior to b… https://t.co/36unkqkj5a",sillymickel,,"Eugene, OR",other,-
Fri Dec 28 14:54:34 ,Fri Dec 28,14:54:34,"RT @nationshealth: From air pollution to water safety to pesticide exposures, environmental rollbacks by the Trump administration are hurti…",PrudenceThursto,,,n/a,-
Fri Dec 28 14:53:39 ,Fri Dec 28,14:53:39,Keep you and your family safe in Delhi from air pollution. Know these tricks and tricks to make your health better… https://t.co/2TkhhlqdEd,Aman06255086,,,n/a,-
Fri Dec 28 14:53:34 ,Fri Dec 28,14:53:34,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",kadysee,,,n/a,-
Fri Dec 28 14:53:28 ,Fri Dec 28,14:53:28,RT @GlblCtzn: These vertical gardens are cleaning up air pollution! 🍃🚘 https://t.co/FS7B4ivoqB,ParyWilson,,"York, Ontario",York,UK
Fri Dec 28 14:53:13 ,Fri Dec 28,14:53:13,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,orchidlady303,,"Illinois, USA","US,Illinois",US
Fri Dec 28 14:53:02 ,Fri Dec 28,14:53:02,RT @ABC: Indian authorities order firefighters to sprinkle water from high-rise buildings to settle dust and stop garbage fires amid air po…,ardh_narishwar,,Rajputana - Ram Ka Raaj Dharm,other,-
Fri Dec 28 14:52:17 ,Fri Dec 28,14:52:17,"@judyFranko @ArvindKejriwal Peoples of Delhi, who are affected  by HAZARDOUS AIR POLLUTION, would now benefit from… https://t.co/vfIwTwngKk",RameshC66068551,,"Delhi, India","India,Delhi",IN
Fri Dec 28 14:52:17 ,Fri Dec 28,14:52:17,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,cagney1991,,South Florida,Florida,US
Fri Dec 28 14:51:19 ,Fri Dec 28,14:51:19,RT @GlblCtzn: These vertical gardens are cleaning up air pollution! 🍃🚘 https://t.co/FS7B4ivoqB,LucindaLamaLama,,"Quintana Roo, México",other,-
Fri Dec 28 14:51:18 ,Fri Dec 28,14:51:18,"@Parveen10789660 
@neerajk21489041 
@MukeshR22346135 
Why don't the concerned agency(MCD) lift the garbage?",yougeshrana,,"Delhi, India","India,Delhi",IN
Fri Dec 28 14:51:00 ,Fri Dec 28,14:51:00,RT @NYTimesPR: .@EricLiptonNYT spoke about his reporting with @JoyAnnReid @MSNBC https://t.co/r0eXFWBr1Y https://t.co/h7FTeApVWL,debbie_dease,,"Florida, USA","US,Florida",US
Fri Dec 28 14:50:25 ,Fri Dec 28,14:50:25,"@CBCOntarioToday China’s pollution is at toxic levels.
This is a map of China showing air quality. Red, brown, purp… https://t.co/LBZdGZb61w",PNozhka,,,n/a,-
Fri Dec 28 14:49:48 ,Fri Dec 28,14:49:48,RT @EricLiptonNYT: JUST POSTED: It has been 2 years since Trump era started. Hundreds of stories re EPA/Interior. BUT WHERE CAN WE SEE REAL…,jshawheller,,Ohio,Ohio,US
Fri Dec 28 14:49:46 ,Fri Dec 28,14:49:46,"RT @kim_harding: Each car in London costs NHS and society £8,000 due to air pollution, report finds https://t.co/ov6GbONOCw 'We know the he…",Carrie_Behar,,"Camberwell, London",London,UK
Fri Dec 28 14:49:18 ,Fri Dec 28,14:49:18,RT @EricLiptonNYT: JUST POSTED: It has been 2 years since Trump era started. Hundreds of stories re EPA/Interior. BUT WHERE CAN WE SEE REAL…,KAZurcher,,"Prior Lake, MN",other,-
Fri Dec 28 14:48:44 ,Fri Dec 28,14:48:44,@yourHeathrow @HeathrowAirport There are no 'fun facts' connected to Heathrow Airport; just misery for millions of… https://t.co/NGZD1FC4Xg,sloughadar3,,"Slough, South East",other,-
